"Target","Standardized_Molecule (InChI Key)","ActivityValue[MicroM]","Molecule_CanonicalSmiles","Molecule_name"
"OATP1B1","MTKNDAQYHASLID-UHFFFAOYSA-N",5.400077590665929,"CC12CCC3c4ccc(O)cc4CCC3C1CCC2OC1OC(C(=O)O)C(O)C(O)C1O","17beta-estradiol 17beta-d-glucuronide"
"OATP1B1","MTKNDAQYHASLID-UHFFFAOYSA-N",7.500668987360679,"CC12CCC3c4ccc(O)cc4CCC3C1CCC2OC1OC(C(=O)O)C(O)C(O)C1O","17beta-estradiol 17beta-d-glucuronide"
"OATP1B1","MTKNDAQYHASLID-UHFFFAOYSA-N",21.99885109049247,"CC12CCC3c4ccc(O)cc4CCC3C1CCC2OC1OC(C(=O)O)C(O)C(O)C1O","17beta-estradiol 17beta-d-glucuronide"
"OATP1B1","MTKNDAQYHASLID-UHFFFAOYSA-N",10.500258721108851,"CC12CCC3c4ccc(O)cc4CCC3C1CCC2OC1OC(C(=O)O)C(O)C(O)C1O","17beta-estradiol 17beta-d-glucuronide"
"OATP1B1","MTKNDAQYHASLID-UHFFFAOYSA-N",26.199922097727615,"CC12CCC3c4ccc(O)cc4CCC3C1CCC2OC1OC(C(=O)O)C(O)C(O)C1O","17beta-estradiol 17beta-d-glucuronide"
"OATP1B1","MTKNDAQYHASLID-UHFFFAOYSA-N",31.90068435975212,"CC12CCC3c4ccc(O)cc4CCC3C1CCC2OC1OC(C(=O)O)C(O)C(O)C1O","17beta-estradiol 17beta-d-glucuronide"
"OATP1B1","MTKNDAQYHASLID-UHFFFAOYSA-N",15.801561289971838,"CC12CCC3c4ccc(O)cc4CCC3C1CCC2OC1OC(C(=O)O)C(O)C(O)C1O","17beta-estradiol 17beta-d-glucuronide"
"OATP1B1","MTKNDAQYHASLID-UHFFFAOYSA-N",3.5999792704335687,"CC12CCC3c4ccc(O)cc4CCC3C1CCC2OC1OC(C(=O)O)C(O)C(O)C1O","17beta-estradiol 17beta-d-glucuronide"
"OATP1B1","MTKNDAQYHASLID-UHFFFAOYSA-N",12.201128470319317,"CC12CCC3c4ccc(O)cc4CCC3C1CCC2OC1OC(C(=O)O)C(O)C(O)C1O","17beta-estradiol 17beta-d-glucuronide"
"OATP1B1","MTKNDAQYHASLID-UHFFFAOYSA-N",8.199738454574753,"CC12CCC3c4ccc(O)cc4CCC3C1CCC2OC1OC(C(=O)O)C(O)C(O)C1O","17beta-estradiol 17beta-d-glucuronide"
"OATP1B1","MTKNDAQYHASLID-UHFFFAOYSA-N",3.710222886174651,"CC12CCC3c4ccc(O)cc4CCC3C1CCC2OC1OC(C(=O)O)C(O)C(O)C1O","17beta-estradiol 17beta-d-glucuronide"
"OATP1B1","MTKNDAQYHASLID-UHFFFAOYSA-N",11.689609406393636,"CC12CCC3c4ccc(O)cc4CCC3C1CCC2OC1OC(C(=O)O)C(O)C(O)C1O","17beta-estradiol 17beta-d-glucuronide"
"OATP1B1","MTKNDAQYHASLID-UHFFFAOYSA-N",5.400077590665929,"CC12CCC3c4ccc(O)cc4CCC3C1CCC2OC1OC(C(=O)O)C(O)C(O)C1O","17beta-estradiol 17beta-d-glucuronide"
"OATP1B1","MTKNDAQYHASLID-UHFFFAOYSA-N",5.400077590665929,"CC12CCC3c4ccc(O)cc4CCC3C1CCC2OC1OC(C(=O)O)C(O)C(O)C1O","17beta-estradiol 17beta-d-glucuronide"
"OATP1B1","MTKNDAQYHASLID-UHFFFAOYSA-N",2.499769702178508,"CC12CCC3c4ccc(O)cc4CCC3C1CCC2OC1OC(C(=O)O)C(O)C(O)C1O","17beta-estradiol 17beta-d-glucuronide"
"OATP1B1","MTKNDAQYHASLID-UHFFFAOYSA-N",5.400077590665929,"CC12CCC3c4ccc(O)cc4CCC3C1CCC2OC1OC(C(=O)O)C(O)C(O)C1O","17beta-estradiol 17beta-d-glucuronide"
"OATP1B1","MTKNDAQYHASLID-UHFFFAOYSA-N",5.900651969956664,"CC12CCC3c4ccc(O)cc4CCC3C1CCC2OC1OC(C(=O)O)C(O)C(O)C1O","17beta-estradiol 17beta-d-glucuronide"
"OATP1B1","MTKNDAQYHASLID-UHFFFAOYSA-N",8.290867985864459,"CC12CCC3c4ccc(O)cc4CCC3C1CCC2OC1OC(C(=O)O)C(O)C(O)C1O","17beta-estradiol 17beta-d-glucuronide"
"OATP1B1","MTKNDAQYHASLID-UHFFFAOYSA-N",15.801561289971838,"CC12CCC3c4ccc(O)cc4CCC3C1CCC2OC1OC(C(=O)O)C(O)C(O)C1O","17beta-estradiol 17beta-d-glucuronide"
"OATP1B1","MTKNDAQYHASLID-UHFFFAOYSA-N",24.598011487888552,"CC12CCC3c4ccc(O)cc4CCC3C1CCC2OC1OC(C(=O)O)C(O)C(O)C1O","17beta-estradiol 17beta-d-glucuronide"
"OATP1B1","RUDATBOHQWOJDD-UHFFFAOYSA-N",9.700631337839562,"CC(CCC(=O)O)C1CCC2C3C(O)CC4CC(O)CCC4(C)C3CCC12C","chenodeoxycholic acid"
"OATP1B1","RUDATBOHQWOJDD-UHFFFAOYSA-N",10,"CC(CCC(=O)O)C1CCC2C3C(O)CC4CC(O)CCC4(C)C3CCC12C","chenodeoxycholic acid"
"OATP1B3","MTKNDAQYHASLID-UHFFFAOYSA-N",3.710222886174651,"CC12CCC3c4ccc(O)cc4CCC3C1CCC2OC1OC(C(=O)O)C(O)C(O)C1O","17beta-estradiol 17beta-d-glucuronide"
"OATP1B3","MTKNDAQYHASLID-UHFFFAOYSA-N",8.199738454574753,"CC12CCC3c4ccc(O)cc4CCC3C1CCC2OC1OC(C(=O)O)C(O)C(O)C1O","17beta-estradiol 17beta-d-glucuronide"
"OATP1B3","MTKNDAQYHASLID-UHFFFAOYSA-N",7.500668987360679,"CC12CCC3c4ccc(O)cc4CCC3C1CCC2OC1OC(C(=O)O)C(O)C(O)C1O","17beta-estradiol 17beta-d-glucuronide"
"OATP1B3","MTKNDAQYHASLID-UHFFFAOYSA-N",6.599332342635639,"CC12CCC3c4ccc(O)cc4CCC3C1CCC2OC1OC(C(=O)O)C(O)C(O)C1O","17beta-estradiol 17beta-d-glucuronide"
"OATP1B3","MTKNDAQYHASLID-UHFFFAOYSA-N",15.198474529284791,"CC12CCC3c4ccc(O)cc4CCC3C1CCC2OC1OC(C(=O)O)C(O)C(O)C1O","17beta-estradiol 17beta-d-glucuronide"
"OATP1B3","MTKNDAQYHASLID-UHFFFAOYSA-N",21.99885109049247,"CC12CCC3c4ccc(O)cc4CCC3C1CCC2OC1OC(C(=O)O)C(O)C(O)C1O","17beta-estradiol 17beta-d-glucuronide"
"OATP1B3","MTKNDAQYHASLID-UHFFFAOYSA-N",0.8999119108700523,"CC12CCC3c4ccc(O)cc4CCC3C1CCC2OC1OC(C(=O)O)C(O)C(O)C1O","17beta-estradiol 17beta-d-glucuronide"
"OATP1B3","MTKNDAQYHASLID-UHFFFAOYSA-N",4.199523346640656,"CC12CCC3c4ccc(O)cc4CCC3C1CCC2OC1OC(C(=O)O)C(O)C(O)C1O","17beta-estradiol 17beta-d-glucuronide"
"OATP1B3","MTKNDAQYHASLID-UHFFFAOYSA-N",10.500258721108851,"CC12CCC3c4ccc(O)cc4CCC3C1CCC2OC1OC(C(=O)O)C(O)C(O)C1O","17beta-estradiol 17beta-d-glucuronide"
"OATP1B3","MTKNDAQYHASLID-UHFFFAOYSA-N",18.599445632225756,"CC12CCC3c4ccc(O)cc4CCC3C1CCC2OC1OC(C(=O)O)C(O)C(O)C1O","17beta-estradiol 17beta-d-glucuronide"
"OATP1B3","MTKNDAQYHASLID-UHFFFAOYSA-N",26.199922097727615,"CC12CCC3c4ccc(O)cc4CCC3C1CCC2OC1OC(C(=O)O)C(O)C(O)C1O","17beta-estradiol 17beta-d-glucuronide"
"OATP1B3","MTKNDAQYHASLID-UHFFFAOYSA-N",12.000518202042658,"CC12CCC3c4ccc(O)cc4CCC3C1CCC2OC1OC(C(=O)O)C(O)C(O)C1O","17beta-estradiol 17beta-d-glucuronide"
"OATP1B3","MTKNDAQYHASLID-UHFFFAOYSA-N",31.90068435975212,"CC12CCC3c4ccc(O)cc4CCC3C1CCC2OC1OC(C(=O)O)C(O)C(O)C1O","17beta-estradiol 17beta-d-glucuronide"
"OATP1B3","MTKNDAQYHASLID-UHFFFAOYSA-N",5.50047252867634,"CC12CCC3c4ccc(O)cc4CCC3C1CCC2OC1OC(C(=O)O)C(O)C(O)C1O","17beta-estradiol 17beta-d-glucuronide"
"OATP1B3","MTKNDAQYHASLID-UHFFFAOYSA-N",5.900651969956664,"CC12CCC3c4ccc(O)cc4CCC3C1CCC2OC1OC(C(=O)O)C(O)C(O)C1O","17beta-estradiol 17beta-d-glucuronide"
"OATP1B3","MTKNDAQYHASLID-UHFFFAOYSA-N",5.400077590665929,"CC12CCC3c4ccc(O)cc4CCC3C1CCC2OC1OC(C(=O)O)C(O)C(O)C1O","17beta-estradiol 17beta-d-glucuronide"
"OATP1B3","MTKNDAQYHASLID-UHFFFAOYSA-N",8.000184448550995,"CC12CCC3c4ccc(O)cc4CCC3C1CCC2OC1OC(C(=O)O)C(O)C(O)C1O","17beta-estradiol 17beta-d-glucuronide"
"OATP1B3","MTKNDAQYHASLID-UHFFFAOYSA-N",3.5999792704335687,"CC12CCC3c4ccc(O)cc4CCC3C1CCC2OC1OC(C(=O)O)C(O)C(O)C1O","17beta-estradiol 17beta-d-glucuronide"
"OATP1B3","MTKNDAQYHASLID-UHFFFAOYSA-N",8.199738454574753,"CC12CCC3c4ccc(O)cc4CCC3C1CCC2OC1OC(C(=O)O)C(O)C(O)C1O","17beta-estradiol 17beta-d-glucuronide"
"OATP1B3","MTKNDAQYHASLID-UHFFFAOYSA-N",9.700631337839562,"CC12CCC3c4ccc(O)cc4CCC3C1CCC2OC1OC(C(=O)O)C(O)C(O)C1O","17beta-estradiol 17beta-d-glucuronide"
"OATP1B3","MTKNDAQYHASLID-UHFFFAOYSA-N",3.6999853117285957,"CC12CCC3c4ccc(O)cc4CCC3C1CCC2OC1OC(C(=O)O)C(O)C(O)C1O","17beta-estradiol 17beta-d-glucuronide"
"OATP1B3","MTKNDAQYHASLID-UHFFFAOYSA-N",28.002705950106325,"CC12CCC3c4ccc(O)cc4CCC3C1CCC2OC1OC(C(=O)O)C(O)C(O)C1O","17beta-estradiol 17beta-d-glucuronide"
"OATP1B3","MTKNDAQYHASLID-UHFFFAOYSA-N",8.300418697157015,"CC12CCC3c4ccc(O)cc4CCC3C1CCC2OC1OC(C(=O)O)C(O)C(O)C1O","17beta-estradiol 17beta-d-glucuronide"
"OATP1B3","MTKNDAQYHASLID-UHFFFAOYSA-N",6.2994118054855806,"CC12CCC3c4ccc(O)cc4CCC3C1CCC2OC1OC(C(=O)O)C(O)C(O)C1O","17beta-estradiol 17beta-d-glucuronide"
"OATP1B3","MTKNDAQYHASLID-UHFFFAOYSA-N",7.000031591308975,"CC12CCC3c4ccc(O)cc4CCC3C1CCC2OC1OC(C(=O)O)C(O)C(O)C1O","17beta-estradiol 17beta-d-glucuronide"
"OATP1B3","MTKNDAQYHASLID-UHFFFAOYSA-N",15.999263828686004,"CC12CCC3c4ccc(O)cc4CCC3C1CCC2OC1OC(C(=O)O)C(O)C(O)C1O","17beta-estradiol 17beta-d-glucuronide"
"OATP1B3","MTKNDAQYHASLID-UHFFFAOYSA-N",12.201128470319317,"CC12CCC3c4ccc(O)cc4CCC3C1CCC2OC1OC(C(=O)O)C(O)C(O)C1O","17beta-estradiol 17beta-d-glucuronide"
"OATP1B3","MTKNDAQYHASLID-UHFFFAOYSA-N",12.849907458229547,"CC12CCC3c4ccc(O)cc4CCC3C1CCC2OC1OC(C(=O)O)C(O)C(O)C1O","17beta-estradiol 17beta-d-glucuronide"
"OATP1B3","MTKNDAQYHASLID-UHFFFAOYSA-N",6.2994118054855806,"CC12CCC3c4ccc(O)cc4CCC3C1CCC2OC1OC(C(=O)O)C(O)C(O)C1O","17beta-estradiol 17beta-d-glucuronide"
"OATP1B3","MTKNDAQYHASLID-UHFFFAOYSA-N",5.400077590665929,"CC12CCC3c4ccc(O)cc4CCC3C1CCC2OC1OC(C(=O)O)C(O)C(O)C1O","17beta-estradiol 17beta-d-glucuronide"
"OATP1B3","MTKNDAQYHASLID-UHFFFAOYSA-N",7.500668987360679,"CC12CCC3c4ccc(O)cc4CCC3C1CCC2OC1OC(C(=O)O)C(O)C(O)C1O","17beta-estradiol 17beta-d-glucuronide"
"OATP1B3","MTKNDAQYHASLID-UHFFFAOYSA-N",21.99885109049247,"CC12CCC3c4ccc(O)cc4CCC3C1CCC2OC1OC(C(=O)O)C(O)C(O)C1O","17beta-estradiol 17beta-d-glucuronide"
"OATP1B3","MTKNDAQYHASLID-UHFFFAOYSA-N",10.500258721108851,"CC12CCC3c4ccc(O)cc4CCC3C1CCC2OC1OC(C(=O)O)C(O)C(O)C1O","17beta-estradiol 17beta-d-glucuronide"
"OATP1B3","MTKNDAQYHASLID-UHFFFAOYSA-N",26.199922097727615,"CC12CCC3c4ccc(O)cc4CCC3C1CCC2OC1OC(C(=O)O)C(O)C(O)C1O","17beta-estradiol 17beta-d-glucuronide"
"OATP1B3","MTKNDAQYHASLID-UHFFFAOYSA-N",31.90068435975212,"CC12CCC3c4ccc(O)cc4CCC3C1CCC2OC1OC(C(=O)O)C(O)C(O)C1O","17beta-estradiol 17beta-d-glucuronide"
"OATP1B3","MTKNDAQYHASLID-UHFFFAOYSA-N",15.801561289971838,"CC12CCC3c4ccc(O)cc4CCC3C1CCC2OC1OC(C(=O)O)C(O)C(O)C1O","17beta-estradiol 17beta-d-glucuronide"
"OATP1B3","MTKNDAQYHASLID-UHFFFAOYSA-N",3.5999792704335687,"CC12CCC3c4ccc(O)cc4CCC3C1CCC2OC1OC(C(=O)O)C(O)C(O)C1O","17beta-estradiol 17beta-d-glucuronide"
"OATP1B3","MTKNDAQYHASLID-UHFFFAOYSA-N",12.201128470319317,"CC12CCC3c4ccc(O)cc4CCC3C1CCC2OC1OC(C(=O)O)C(O)C(O)C1O","17beta-estradiol 17beta-d-glucuronide"
"OATP1B3","MTKNDAQYHASLID-UHFFFAOYSA-N",8.199738454574753,"CC12CCC3c4ccc(O)cc4CCC3C1CCC2OC1OC(C(=O)O)C(O)C(O)C1O","17beta-estradiol 17beta-d-glucuronide"
"OATP1B3","MTKNDAQYHASLID-UHFFFAOYSA-N",3.710222886174651,"CC12CCC3c4ccc(O)cc4CCC3C1CCC2OC1OC(C(=O)O)C(O)C(O)C1O","17beta-estradiol 17beta-d-glucuronide"
"OATP1B3","MTKNDAQYHASLID-UHFFFAOYSA-N",11.689609406393636,"CC12CCC3c4ccc(O)cc4CCC3C1CCC2OC1OC(C(=O)O)C(O)C(O)C1O","17beta-estradiol 17beta-d-glucuronide"
"OATP1B3","MTKNDAQYHASLID-UHFFFAOYSA-N",5.400077590665929,"CC12CCC3c4ccc(O)cc4CCC3C1CCC2OC1OC(C(=O)O)C(O)C(O)C1O","17beta-estradiol 17beta-d-glucuronide"
"OATP1B3","MTKNDAQYHASLID-UHFFFAOYSA-N",5.400077590665929,"CC12CCC3c4ccc(O)cc4CCC3C1CCC2OC1OC(C(=O)O)C(O)C(O)C1O","17beta-estradiol 17beta-d-glucuronide"
"OATP1B3","MTKNDAQYHASLID-UHFFFAOYSA-N",2.499769702178508,"CC12CCC3c4ccc(O)cc4CCC3C1CCC2OC1OC(C(=O)O)C(O)C(O)C1O","17beta-estradiol 17beta-d-glucuronide"
"OATP1B3","MTKNDAQYHASLID-UHFFFAOYSA-N",5.400077590665929,"CC12CCC3c4ccc(O)cc4CCC3C1CCC2OC1OC(C(=O)O)C(O)C(O)C1O","17beta-estradiol 17beta-d-glucuronide"
"OATP1B3","MTKNDAQYHASLID-UHFFFAOYSA-N",5.900651969956664,"CC12CCC3c4ccc(O)cc4CCC3C1CCC2OC1OC(C(=O)O)C(O)C(O)C1O","17beta-estradiol 17beta-d-glucuronide"
"OATP1B3","MTKNDAQYHASLID-UHFFFAOYSA-N",8.290867985864459,"CC12CCC3c4ccc(O)cc4CCC3C1CCC2OC1OC(C(=O)O)C(O)C(O)C1O","17beta-estradiol 17beta-d-glucuronide"
"OATP1B3","MTKNDAQYHASLID-UHFFFAOYSA-N",15.801561289971838,"CC12CCC3c4ccc(O)cc4CCC3C1CCC2OC1OC(C(=O)O)C(O)C(O)C1O","17beta-estradiol 17beta-d-glucuronide"
"OATP1B3","MTKNDAQYHASLID-UHFFFAOYSA-N",24.598011487888552,"CC12CCC3c4ccc(O)cc4CCC3C1CCC2OC1OC(C(=O)O)C(O)C(O)C1O","17beta-estradiol 17beta-d-glucuronide"
"OATP1B3","WBWWGRHZICKQGZ-UHFFFAOYSA-N",10,"CC(CCC(=O)NCCS(=O)(=O)O)C1CCC2C3C(O)CC4CC(O)CCC4(C)C3CC(O)C12C","taurocholate"
"OATP1B3","WBWWGRHZICKQGZ-UHFFFAOYSA-N",13.598781632845187,"CC(CCC(=O)NCCS(=O)(=O)O)C1CCC2C3C(O)CC4CC(O)CCC4(C)C3CC(O)C12C","taurocholate"
"OATP1B3","WBWWGRHZICKQGZ-UHFFFAOYSA-N",33.798700286198915,"CC(CCC(=O)NCCS(=O)(=O)O)C1CCC2C3C(O)CC4CC(O)CCC4(C)C3CC(O)C12C","taurocholate"
